Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS08295	1.14970	0.02315	0.94870	0.30216	2.09840	0.00001	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	Amino Acid metabolis and transport
sps_RS01120	1.22077	0.00784	0.24214	0.96636	1.46291	0.00108	hypothetical protein	Energy production and conversion
sps_RS01125	-0.97196	0.00820	0.06128	0.99009	-0.91068	0.01441	hypothetical protein	Function Unknown
sps_RS01130	-1.04884	0.03108	-0.07058	0.99269	-1.11942	0.02050	HlyD family secretion protein	Function Unknown
sps_RS01135	1.49796	0.00158	0.31630	0.94972	1.81425	0.00008	peroxiredoxin	Post-translational modification, protein turnover, chaperone functions
sps_RS01140	0.21613	0.57870	0.12432	0.98464	0.34046	0.35177	hypothetical protein	NA
sps_RS01145	-0.22628	0.74000	0.03690	0.99271	-0.18938	0.79355	methyl-accepting chemotaxis protein	Function Unknown
sps_RS01150	-0.83490	0.05789	0.00873	0.99612	-0.82617	0.06100	two-component system sensor histidine kinase EnvZ	Signal Transduction
sps_RS01155	0.25766	0.71291	0.07429	0.99271	0.33195	0.63102	two-component system response regulator OmpR	Signal Transduction
sps_RS01160	-0.42616	0.57361	-0.05191	0.99271	-0.47807	0.52581	hypothetical protein	Function Unknown
sps_RS01165	1.07828	0.00893	0.07935	0.98934	1.15763	0.00474	transcription elongation factor GreB	Transcription
sps_RS01170	0.71414	0.01254	0.00365	0.99627	0.71779	0.01225	class I SAM-dependent methyltransferase	Function Unknown
sps_RS01175	0.92592	0.02271	0.16693	0.98433	1.09285	0.00607	RNA-binding transcriptional accessory protein	Transcription
sps_RS01180	-1.06802	0.00002	0.48024	0.38367	-0.58778	0.02726	LTA synthase family protein	Cell wall/membrane/envelop biogenesis
sps_RS01185	1.77856	0.03239	-1.90680	0.12642	-0.12824	0.91589	hypothetical protein	NA
sps_RS01190	0.14454	0.74017	-0.06391	0.98934	0.08064	0.86815	pimeloyl-[acyl-carrier protein] methyl ester esterase	Lipid metabolism
sps_RS01195	-1.09058	0.00553	0.09476	0.98934	-0.99582	0.01297	amidophosphoribosyltransferase	Function Unknown
sps_RS01200	0.47540	0.06279	-0.26864	0.77553	0.20676	0.48353	peptidase M14	Amino Acid metabolis and transport
sps_RS01205	0.36553	0.34003	-0.21181	0.95726	0.15372	0.73290	iron-sulfur cluster biogenesis protein NfuA	Post-translational modification, protein turnover, chaperone functions
sps_RS01210	-0.81753	0.12313	0.75933	0.52363	-0.05820	0.93610	MATE family efflux transporter	Function Unknown
sps_RS01215	0.34503	0.44383	0.36647	0.83910	0.71150	0.07556	polysaccharide deacetylase	Carbohydrate metabolism and transport
sps_RS01220	-0.69402	0.12015	0.58008	0.62124	-0.11394	0.84385	chemotaxis response regulator protein-glutamate methylesterase	Signal Transduction
sps_RS01225	-0.44174	0.27218	0.11523	0.98934	-0.32651	0.44499	methyltransferase domain-containing protein	Cell motility
sps_RS01230	-0.93273	0.26572	0.49119	0.94982	-0.44153	0.64550	PAS domain-containing protein	Cell motility
sps_RS01235	-0.23072	0.72533	-0.08805	0.99009	-0.31877	0.62077	chemotaxis protein CheW	Cell motility
sps_RS01240	-0.38977	0.60849	0.42562	0.94155	0.03585	0.96983	chemotaxis protein CheA	Signal Transduction
sps_RS01245	-1.00330	0.44662	-0.27384	0.99000	-1.27714	0.33287	response regulator	Signal Transduction
sps_RS01250	-1.53693	0.16291	0.31880	0.99000	-1.21813	0.27696	STAS domain-containing protein	NA
sps_RS01255	-0.02916	0.97150	0.08551	0.99009	0.05635	0.94073	SCO family protein	Function Unknown
sps_RS01260	-0.23989	0.77274	-0.16810	0.98934	-0.40799	0.61516	protoheme IX farnesyltransferase	Post-translational modification, protein turnover, chaperone functions
sps_RS01265	0.49565	0.37255	-0.76854	0.49712	-0.27289	0.66342	heme A synthase	Post-translational modification, protein turnover, chaperone functions
sps_RS01270	0.87727	0.05152	-0.97222	0.16678	-0.09495	0.88093	hypothetical protein	Function Unknown
sps_RS01275	-0.67578	0.25926	0.17069	0.98934	-0.50509	0.42689	SURF1 family protein	Function Unknown
sps_RS01280	0.27974	0.71072	-0.06499	0.99271	0.21475	0.78995	DUF2909 domain-containing protein	Function Unknown
sps_RS01285	0.18795	0.73979	-0.05646	0.99271	0.13149	0.82622	cytochrome c oxidase subunit 3	Energy production and conversion
sps_RS01290	-0.54576	0.23581	0.10613	0.98934	-0.43963	0.36149	cytochrome c oxidase assembly protein	Post-translational modification, protein turnover, chaperone functions
sps_RS01295	-1.10563	0.09832	0.29679	0.97183	-0.80884	0.25192	cytochrome c oxidase subunit I	Energy production and conversion
sps_RS01300	0.24648	0.40115	-0.16420	0.95011	0.08227	0.81375	cytochrome c oxidase subunit II	Energy production and conversion
sps_RS01305	-0.83741	0.14264	0.23079	0.98054	-0.60663	0.31691	cell division protein	Function Unknown
sps_RS01310	-0.40204	0.35831	0.23657	0.95726	-0.16547	0.74598	repressor LexA	Transcription
sps_RS01315	0.02413	0.95957	0.38388	0.72378	0.40801	0.25562	glycerol-3-phosphate 1-O-acyltransferase PlsB	Lipid metabolism
sps_RS01320	-0.01988	0.97794	0.31575	0.93316	0.29587	0.59710	tryptophan permease	Amino Acid metabolis and transport
sps_RS01325	-0.48509	0.37208	0.49889	0.79044	0.01380	0.98390	5,6-dimethylbenzimidazole synthase	Energy production and conversion
sps_RS01330	0.21938	0.67841	-0.24215	0.96631	-0.02277	0.97084	AraC family transcriptional regulator	Transcription
sps_RS01335	-0.29310	0.70061	-0.25513	0.99000	-0.54823	0.44252	MFS transporter	Function Unknown
sps_RS01340	-0.21113	0.72563	-0.18127	0.98740	-0.39240	0.48480	HlyD family secretion protein	Function Unknown
sps_RS01345	-0.54269	0.23687	-0.14320	0.98934	-0.68589	0.12380	GGDEF domain-containing protein	Signal Transduction
sps_RS01350	0.22344	0.80272	-0.03119	0.99271	0.19225	0.83883	hemin receptor	Energy production and conversion
sps_RS01355	0.58901	0.41424	0.24608	0.98464	0.83509	0.22142	VOC family protein	Function Unknown
sps_RS01360	-0.05452	0.93172	0.49123	0.78300	0.43670	0.41627	methyl-accepting chemotaxis protein	Function Unknown
sps_RS01365	-0.07069	0.92002	-0.15073	0.98934	-0.22143	0.75046	AcrB/AcrD/AcrF family protein	Inorganic ion transport and metabolism
sps_RS01370	-0.20978	0.66104	-0.42887	0.76187	-0.63865	0.11458	efflux RND transporter periplasmic adaptor subunit	Inorganic ion transport and metabolism
sps_RS01375	0.22468	0.63090	-0.83444	0.18073	-0.60976	0.13648	ATPase P	Function Unknown
sps_RS01380	1.09764	0.00095	-1.02454	0.01887	0.07310	0.88284	hypothetical protein	NA
sps_RS01385	0.38764	0.65603	-0.46655	0.94279	-0.07892	0.93767	DUF2057 domain-containing protein	Function Unknown
sps_RS01390	1.81862	0.00004	-1.79300	0.00059	0.02561	0.97095	hypothetical protein	NA
sps_RS01395	0.32322	0.65000	-0.88287	0.50767	-0.55964	0.39701	cytochrome C	Energy production and conversion
sps_RS01400	0.51216	0.14986	-0.23774	0.93316	0.27442	0.49222	hypothetical protein	Replication and repair
sps_RS01405	-0.84949	0.00519	0.56614	0.35544	-0.28335	0.43048	TonB-dependent siderophore receptor	Inorganic ion transport and metabolism
sps_RS01410	0.16874	0.78149	0.40450	0.88247	0.57325	0.27574	siderophore ferric iron reductase	Function Unknown
sps_RS01415	0.20187	0.77274	0.32059	0.96113	0.52247	0.40707	ABC transporter ATP-binding protein	Inorganic ion transport and metabolism
sps_RS01420	-0.31415	0.61949	0.35935	0.93728	0.04520	0.95245	iron-siderophore ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS01425	-0.26658	0.74396	-0.00809	0.99627	-0.27467	0.74590	Fe(3+)-hydroxamate ABC transporter permease FhuB	Inorganic ion transport and metabolism
sps_RS01430	-1.66166	0.14816	0.43936	0.99000	-1.22230	0.30500	hypothetical protein	NA
sps_RS01435	-2.02963	0.40776	-1.84265	0.99000	-3.87228	0.15252	hypothetical protein	NA
sps_RS01440	-0.41738	0.56657	0.21075	0.98934	-0.20663	0.80073	DUF1145 domain-containing protein	Function Unknown
sps_RS01445	0.32413	0.67047	0.17127	0.98934	0.49540	0.49111	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	Replication and repair
sps_RS01450	0.66456	0.08113	0.01757	0.99271	0.68212	0.07120	signal recognition particle-docking protein FtsY	Intracellular trafficking and secretion
sps_RS01455	0.63791	0.07534	-0.17719	0.96824	0.46072	0.22540	cell division ATP-binding protein FtsE	Cell cycle control and mitosis
sps_RS01460	0.53708	0.06421	0.08010	0.98934	0.61718	0.02993	cell division protein FtsX	Cell cycle control and mitosis
sps_RS01465	0.52563	0.30572	0.57617	0.68184	1.10180	0.01605	RNA polymerase sigma factor RpoH	Transcription
sps_RS01470	-0.63408	0.03964	-0.09245	0.98934	-0.72653	0.01697	o-succinylbenzoate--CoA ligase	Coenzyme metabolism
sps_RS01475	0.12694	0.81656	-0.19174	0.97607	-0.06479	0.91685	o-succinylbenzoate synthase	Coenzyme metabolism
sps_RS01480	-0.56385	0.29020	0.11706	0.98934	-0.44679	0.42550	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	Coenzyme metabolism
sps_RS01485	0.30756	0.59813	-0.17697	0.98745	0.13059	0.84265	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	Coenzyme metabolism
sps_RS01490	0.14184	0.81412	-0.38442	0.89681	-0.24258	0.68828	Lrp/AsnC family transcriptional regulator	Transcription
sps_RS01495	0.12569	0.81621	-0.10940	0.98934	0.01629	0.97970	L-methionine/branched-chain amino acid transporter	Amino Acid metabolis and transport
sps_RS01500	-0.70563	0.08509	0.12295	0.98934	-0.58268	0.16863	HDOD domain-containing protein	Signal Transduction
sps_RS01505	-0.30405	0.72894	0.51910	0.91789	0.21506	0.81697	TerB family tellurite resistance protein	Function Unknown
sps_RS01510	1.12945	0.08286	0.25769	0.98354	1.38714	0.02726	hypothetical protein	Function Unknown
sps_RS01515	0.27775	0.64565	1.14024	0.11340	1.41798	0.00247	hypothetical protein	Function Unknown
sps_RS01520	0.08381	0.83606	0.31201	0.80813	0.39582	0.24754	DUF4145 domain-containing protein	Function Unknown
sps_RS01525	-2.12064	0.00125	-0.24404	0.98934	-2.36468	0.00028	hypothetical protein	Function Unknown
sps_RS01530	-1.22976	0.00759	-0.60414	0.66374	-1.83391	0.00003	hypothetical protein	NA
sps_RS01535	-0.41647	0.54781	-0.14256	0.98934	-0.55903	0.40728	LysR family transcriptional regulator	Transcription
sps_RS01540	-1.24392	0.06173	1.03935	0.48794	-0.20457	0.81375	MFS transporter	Inorganic ion transport and metabolism
sps_RS01545	-0.36438	0.60312	-0.17476	0.98934	-0.53913	0.42629	DTW domain-containing protein	Function Unknown
sps_RS01550	0.07582	0.80690	0.20616	0.88149	0.28198	0.29047	PAS domain S-box protein	Signal Transduction
sps_RS01555	-1.09746	0.11815	-0.03346	0.99271	-1.13092	0.10519	EAL domain-containing protein	Signal Transduction
sps_RS01560	-0.26777	0.70642	-0.93018	0.99000	-1.19794	0.04893	hypothetical protein	NA
sps_RS01565	-0.41740	0.70802	-0.40918	0.97172	-0.82658	0.41785	hypothetical protein	Function Unknown
sps_RS01570	1.08560	0.00066	0.43724	0.64110	1.52284	0.00000	insulinase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS01575	0.60453	0.10218	0.75007	0.19034	1.35460	0.00004	insulinase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS01580	0.31790	0.52149	0.55722	0.63245	0.87512	0.03719	hypothetical protein	Function Unknown
sps_RS01585	0.29348	0.45123	0.03003	0.99271	0.32351	0.40925	hypothetical protein	NA
sps_RS01590	0.52089	0.47988	0.52370	0.89262	1.04460	0.11358	tRNA (cytidine(34)-2'-O)-methyltransferase	Translation
sps_RS01595	-0.25405	0.77138	0.29446	0.98002	0.04041	0.96900	LysR family transcriptional regulator	Transcription
sps_RS01600	-1.13153	0.15647	0.83024	0.76408	-0.30129	0.76255	YjjW family glycine radical enzyme activase	Post-translational modification, protein turnover, chaperone functions
sps_RS01605	-1.35851	0.11781	1.22204	0.53526	-0.13646	0.91101	YjjI family glycine radical enzyme	Function Unknown
sps_RS01610	-1.31852	0.08303	-0.93935	0.67400	-2.25787	0.00147	aldehyde dehydrogenase	Energy production and conversion
sps_RS01615	1.23903	0.00212	0.05577	0.99271	1.29480	0.00124	sigma-54-dependent Fis family transcriptional regulator	Transcription
sps_RS01620	0.41489	0.40060	0.09765	0.98934	0.51254	0.28571	catalase	Inorganic ion transport and metabolism
sps_RS01625	0.46885	0.37321	-0.13495	0.98934	0.33390	0.55263	phospholipase	Function Unknown
sps_RS01630	0.65307	0.42326	-0.02523	0.99369	0.62785	0.44927	hypothetical protein	Function Unknown
sps_RS01635	0.11497	0.90542	0.51462	0.93048	0.62959	0.44488	ankyrin repeat domain-containing protein	Function Unknown
sps_RS01640	0.43018	0.50057	0.07142	0.99271	0.50160	0.42873	oxidoreductase	Energy production and conversion
sps_RS01645	-0.96377	0.40886	0.75644	0.92139	-0.20733	0.88615	hypothetical protein	Function Unknown
sps_RS01650	0.33434	0.69749	-0.75939	0.76187	-0.42505	0.61935	LysR family transcriptional regulator	Transcription
sps_RS01665	-0.09489	0.83225	0.07369	0.98934	-0.02120	0.96792	HAMP domain-containing protein	Signal Transduction
sps_RS01670	0.01650	0.97037	0.10947	0.98464	0.12597	0.73662	DNA-binding response regulator	Signal Transduction
sps_RS01675	-0.60533	0.49153	-0.31517	0.98433	-0.92050	0.27619	spheroplast protein y	Cell motility
sps_RS01680	-0.87280	0.03598	0.23115	0.96631	-0.64164	0.14104	divalent metal cation transporter FieF	Inorganic ion transport and metabolism
sps_RS01685	1.38721	0.37998	-0.07755	0.99271	1.30966	0.41769	16S ribosomal RNA	NA
sps_RS01690	0.00162	0.99979	1.03009	0.82656	1.03170	0.40647	23S ribosomal RNA	NA
sps_RS01695	0.54076	0.74017	-3.08846	0.99000	-2.54769	0.18315	5S ribosomal RNA	NA
sps_RS01700	-0.44354	0.34588	-0.02750	0.99271	-0.47104	0.31872	tRNA-Asp	NA
sps_RS01705	0.13049	0.80485	0.39778	0.81801	0.52827	0.23524	UDP-N-acetylmuramate dehydrogenase	Cell wall/membrane/envelop biogenesis
sps_RS01710	0.00944	0.98989	0.23851	0.96824	0.24795	0.67228	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	Coenzyme metabolism
sps_RS01715	-0.54059	0.21637	0.16149	0.98464	-0.37911	0.41805	type I pantothenate kinase	Coenzyme metabolism
sps_RS01720	-1.79625	0.14660	0.91580	0.99000	-0.88044	0.49090	tRNA-Thr	NA
sps_RS01725	-0.80855	0.43162	1.67550	0.29402	0.86695	0.39115	tRNA-Tyr	NA
sps_RS01730	0.03369	0.97539	0.65686	0.83910	0.69055	0.39238	tRNA-Gly	NA
sps_RS01735	0.97975	0.18657	-0.34346	0.97101	0.63629	0.42666	elongation factor Tu	Translation
sps_RS01740	-0.03644	0.94217	0.66207	0.33379	0.62563	0.09743	preprotein translocase subunit SecE	Intracellular trafficking and secretion
sps_RS01745	0.58727	0.39430	0.39218	0.94623	0.97946	0.12182	transcription termination/antitermination protein NusG	Transcription
sps_RS08300	1.45115	0.00036	0.79314	0.31446	2.24429	0.00000	tryptophan synthase subunit beta	Amino Acid metabolis and transport
sps_RS08305	1.57847	0.00168	0.88333	0.40879	2.46179	0.00000	tryptophan synthase subunit alpha	Amino Acid metabolis and transport
sps_RS01760	1.53875	0.00413	0.28816	0.96631	1.82691	0.00049	50S ribosomal protein L10	Translation
sps_RS01765	1.22919	0.00574	0.30389	0.94279	1.53308	0.00041	50S ribosomal protein L7/L12	Translation
sps_RS01770	1.06501	0.02053	0.29979	0.94623	1.36480	0.00214	DNA-directed RNA polymerase subunit beta	Transcription
sps_RS01775	1.35967	0.00144	0.43422	0.81801	1.79389	0.00001	DNA-directed RNA polymerase subunit beta'	Transcription
sps_RS09555	2.19598	0.00000	0.47276	0.74997	2.66874	0.00000	branched-chain amino acid ABC transporter permease	Amino Acid metabolis and transport
sps_RS01785	2.42743	0.00001	-0.50285	0.88404	1.92459	0.00070	30S ribosomal protein S7	Translation
sps_RS11505	2.33616	0.00000	0.18537	0.98740	2.52153	0.00000	pyrroline-5-carboxylate reductase	Amino Acid metabolis and transport
sps_RS01800	0.12055	0.88843	1.21757	0.27677	1.33812	0.03585	30S ribosomal protein S10	Translation
sps_RS01805	0.63214	0.29747	0.37560	0.94052	1.00775	0.07304	50S ribosomal protein L3	Translation
sps_RS01810	0.57610	0.29345	0.73800	0.52909	1.31410	0.00675	50S ribosomal protein L4	Translation
sps_RS01815	0.79752	0.21251	0.48383	0.89286	1.28134	0.03017	50S ribosomal protein L23	Translation
sps_RS01820	0.92322	0.06394	0.50050	0.79044	1.42371	0.00236	50S ribosomal protein L2	Translation
sps_RS01825	1.76242	0.00024	-0.26984	0.96631	1.49258	0.00229	30S ribosomal protein S19	Translation
sps_RS01830	1.56158	0.00012	0.03590	0.99271	1.59748	0.00007	50S ribosomal protein L22	Translation
sps_RS01835	1.17337	0.02966	0.58766	0.76907	1.76103	0.00058	30S ribosomal protein S3	Translation
sps_RS01840	1.46758	0.00061	0.26847	0.95875	1.73606	0.00003	50S ribosomal protein L16	Translation
sps_RS01845	1.90918	0.00000	-0.44887	0.77553	1.46031	0.00023	50S ribosomal protein L29	Translation
sps_RS01850	1.14779	0.21613	-0.00624	0.99706	1.14155	0.21932	30S ribosomal protein S17	Translation
sps_RS01855	1.35399	0.01006	-0.05612	0.99271	1.29787	0.01423	50S ribosomal protein L14	Translation
sps_RS01860	1.51382	0.03266	0.00488	0.99706	1.51869	0.03187	50S ribosomal protein L24	Translation
sps_RS01865	1.49052	0.00250	0.03922	0.99271	1.52975	0.00186	50S ribosomal protein L5	Translation
sps_RS01870	1.27941	0.00810	0.14549	0.98934	1.42490	0.00277	30S ribosomal protein S14	Translation
sps_RS01875	1.21169	0.10217	0.37185	0.96631	1.58354	0.02580	30S ribosomal protein S8	Translation
sps_RS01880	1.39010	0.05857	-0.04371	0.99271	1.34638	0.06736	50S ribosomal protein L6	Translation
sps_RS01885	1.79633	0.00002	-0.32655	0.93159	1.46978	0.00069	50S ribosomal protein L18	Translation
sps_RS01890	0.99290	0.13272	0.46329	0.92155	1.45619	0.01909	30S ribosomal protein S5	Translation
sps_RS01895	1.21004	0.14816	-0.16157	0.98934	1.04847	0.22173	50S ribosomal protein L30	Translation
sps_RS01900	1.16958	0.02455	0.16314	0.98934	1.33272	0.00922	50S ribosomal protein L15	Translation
sps_RS01905	1.02491	0.10012	0.16300	0.98934	1.18791	0.04981	preprotein translocase subunit SecY	Intracellular trafficking and secretion
sps_RS01910	1.66800	0.00128	0.03802	0.99271	1.70602	0.00094	50S ribosomal protein L36	Translation
sps_RS12080	2.24545	0.00000	0.31906	0.94623	2.56452	0.00000	glutamate synthase large subunit	Amino Acid metabolis and transport
sps_RS01920	1.30115	0.02184	0.40612	0.93159	1.70727	0.00180	30S ribosomal protein S11	Translation
sps_RS01925	1.46836	0.00909	0.51360	0.86337	1.98196	0.00026	30S ribosomal protein S4	Translation
sps_RS12085	2.12102	0.00000	0.18455	0.98464	2.30557	0.00000	glutamate synthase small subunit	Amino Acid metabolis and transport
sps_RS01935	1.67324	0.00051	0.05290	0.99271	1.72614	0.00032	50S ribosomal protein L17	Translation
sps_RS01940	-1.73065	0.00067	-0.07639	0.99269	-1.80704	0.00038	hypothetical protein	Function Unknown
sps_RS01945	0.67572	0.13809	-0.79778	0.32545	-0.12206	0.83763	cytochrome c maturation protein CcmE	Post-translational modification, protein turnover, chaperone functions
sps_RS01950	0.56267	0.62805	-0.67142	0.99000	-0.10874	0.93767	heme exporter protein CcmD	Intracellular trafficking and secretion
sps_RS01955	-0.08496	0.90748	0.15433	0.98934	0.06937	0.93197	heme ABC transporter permease	Post-translational modification, protein turnover, chaperone functions
sps_RS01960	0.04350	0.96840	-0.32715	0.97183	-0.28365	0.76594	heme exporter protein CcmB	Post-translational modification, protein turnover, chaperone functions
sps_RS01965	1.38787	0.00493	-1.02892	0.22611	0.35895	0.56281	cytochrome c biogenesis heme-transporting ATPase CcmA	Post-translational modification, protein turnover, chaperone functions
