Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS27410	4.01794	0.00000	-0.72163	0.30084	3.29631	0.00000	EscN/YscN/HrcN family type III secretion system ATPase	Cell motility
sps_RS01120	1.28373	0.00777	0.21258	0.75541	1.49630	0.00090	hypothetical protein	Energy production and conversion
sps_RS01125	0.65846	0.13303	0.62456	0.15585	1.28303	0.00033	hypothetical protein	Function Unknown
sps_RS01130	-0.23294	0.75390	-0.28594	0.67935	-0.51887	0.32037	HlyD family secretion protein	Function Unknown
sps_RS01135	0.44378	0.51215	-0.23631	0.74103	0.20748	0.71442	peroxiredoxin	Post-translational modification, protein turnover, chaperone functions
sps_RS01140	0.29460	0.51097	0.23850	0.58631	0.53310	0.10778	hypothetical protein	NA
sps_RS01145	-0.05063	0.95949	1.50797	0.00707	1.45734	0.00427	methyl-accepting chemotaxis protein	Function Unknown
sps_RS01150	-0.14312	0.83560	0.98289	0.03830	0.83977	0.04997	two-component system sensor histidine kinase EnvZ	Signal Transduction
sps_RS01155	-0.77877	0.23879	0.00339	0.99900	-0.77538	0.18005	two-component system response regulator OmpR	Signal Transduction
sps_RS01160	-0.06479	0.95744	0.98115	0.18941	0.91635	0.16149	hypothetical protein	Function Unknown
sps_RS01165	0.21171	0.73928	0.19814	0.74498	0.40985	0.36138	transcription elongation factor GreB	Transcription
sps_RS01170	0.43897	0.19730	0.05754	0.89790	0.49651	0.09239	class I SAM-dependent methyltransferase	Function Unknown
sps_RS01175	0.30746	0.60184	0.01518	0.98288	0.32264	0.47047	RNA-binding transcriptional accessory protein	Transcription
sps_RS27425	2.96337	0.00000	-0.60115	0.29640	2.36222	0.00000	YscQ/HrcQ family type III secretion apparatus protein	Cell motility
sps_RS01185	-0.48005	0.69771	2.08611	0.01901	1.60606	0.05165	hypothetical protein	NA
sps_RS01190	-0.12928	0.81506	0.17128	0.73464	0.04200	0.91937	pimeloyl-[acyl-carrier protein] methyl ester esterase	Lipid metabolism
sps_RS01195	-0.04285	0.95744	0.89824	0.05455	0.85539	0.03351	amidophosphoribosyltransferase	Function Unknown
sps_RS01200	0.54117	0.04532	0.60309	0.02661	1.14426	0.00000	peptidase M14	Amino Acid metabolis and transport
sps_RS01205	-1.30023	0.00006	1.19297	0.00059	-0.10726	0.78830	iron-sulfur cluster biogenesis protein NfuA	Post-translational modification, protein turnover, chaperone functions
sps_RS01210	-0.24107	0.75619	0.85053	0.14627	0.60946	0.25169	MATE family efflux transporter	Function Unknown
sps_RS01215	0.05506	0.93759	0.55256	0.23206	0.60762	0.12954	polysaccharide deacetylase	Carbohydrate metabolism and transport
sps_RS01220	0.30172	0.62791	1.10670	0.01465	1.40842	0.00038	chemotaxis response regulator protein-glutamate methylesterase	Signal Transduction
sps_RS01225	-0.44560	0.36959	0.34298	0.50835	-0.10262	0.82150	methyltransferase domain-containing protein	Cell motility
sps_RS01180	0.41336	0.20799	1.90882	0.00000	2.32218	0.00000	LTA synthase family protein	Cell wall/membrane/envelop biogenesis
sps_RS01235	-0.42735	0.56059	1.25718	0.02436	0.82984	0.11053	chemotaxis protein CheW	Cell motility
sps_RS01240	0.00951	0.99350	1.76401	0.00689	1.77351	0.00279	chemotaxis protein CheA	Signal Transduction
sps_RS01245	-0.59315	0.74687	2.98844	0.01640	2.39528	0.02587	response regulator	Signal Transduction
sps_RS01250	0.27677	0.87103	0.92740	0.46758	1.20416	0.23561	STAS domain-containing protein	NA
sps_RS01255	-0.25053	0.75008	0.75451	0.21857	0.50398	0.36043	SCO family protein	Function Unknown
sps_RS01260	-0.46094	0.62483	1.27900	0.08001	0.81806	0.22611	protoheme IX farnesyltransferase	Post-translational modification, protein turnover, chaperone functions
sps_RS01265	-0.02172	0.98020	0.97265	0.07699	0.95093	0.05080	heme A synthase	Post-translational modification, protein turnover, chaperone functions
sps_RS01270	-0.78132	0.11847	0.55949	0.30434	-0.22183	0.65916	hypothetical protein	Function Unknown
sps_RS05215	1.37877	0.00058	0.83418	0.05656	2.21295	0.00000	efflux RND transporter periplasmic adaptor subunit	Cell wall/membrane/envelop biogenesis
sps_RS01280	0.07535	0.94504	-0.18534	0.83621	-0.10999	0.87723	DUF2909 domain-containing protein	Function Unknown
sps_RS01285	1.08979	0.01695	0.65299	0.20788	1.74278	0.00002	cytochrome c oxidase subunit 3	Energy production and conversion
sps_RS01290	0.45190	0.41508	0.92162	0.04431	1.37352	0.00043	cytochrome c oxidase assembly protein	Post-translational modification, protein turnover, chaperone functions
sps_RS01295	0.57908	0.51022	0.99316	0.18147	1.57223	0.01147	cytochrome c oxidase subunit I	Energy production and conversion
sps_RS01300	-0.52899	0.05935	0.88719	0.00074	0.35820	0.18154	cytochrome c oxidase subunit II	Energy production and conversion
sps_RS01305	-1.09058	0.06484	2.43958	0.00000	1.34900	0.01012	cell division protein	Function Unknown
sps_RS01310	-0.76960	0.07166	1.83176	0.00000	1.06216	0.00449	repressor LexA	Transcription
sps_RS01315	0.61441	0.09014	0.72100	0.04469	1.33542	0.00001	glycerol-3-phosphate 1-O-acyltransferase PlsB	Lipid metabolism
sps_RS01320	0.32931	0.61751	0.56095	0.30952	0.89026	0.04871	tryptophan permease	Amino Acid metabolis and transport
sps_RS01325	-0.02884	0.97533	0.88736	0.10481	0.85851	0.07301	5,6-dimethylbenzimidazole synthase	Energy production and conversion
sps_RS01330	-0.44360	0.42492	-0.68242	0.17336	-1.12601	0.00649	AraC family transcriptional regulator	Transcription
sps_RS01335	-1.15891	0.14537	1.14890	0.16442	-0.01001	0.99005	MFS transporter	Function Unknown
sps_RS01340	-0.84705	0.12676	1.02928	0.06219	0.18223	0.73786	HlyD family secretion protein	Function Unknown
sps_RS01345	-0.50041	0.35642	0.22481	0.71785	-0.27560	0.56006	GGDEF domain-containing protein	Signal Transduction
sps_RS01350	-0.20910	0.86460	1.80291	0.02196	1.59381	0.02087	hemin receptor	Energy production and conversion
sps_RS01355	-0.89882	0.22715	1.60301	0.01686	0.70419	0.28364	VOC family protein	Function Unknown
sps_RS01360	0.03416	0.96870	1.36850	0.00476	1.40267	0.00136	methyl-accepting chemotaxis protein	Function Unknown
sps_RS01365	2.02975	0.00004	-0.75876	0.22343	1.27099	0.01337	AcrB/AcrD/AcrF family protein	Inorganic ion transport and metabolism
sps_RS01370	2.95023	0.00000	-3.34354	0.00000	-0.39332	0.35078	efflux RND transporter periplasmic adaptor subunit	Inorganic ion transport and metabolism
sps_RS01375	3.71962	0.00000	-2.80186	0.00000	0.91776	0.01814	ATPase P	Function Unknown
sps_RS01380	1.75114	0.00000	-0.27742	0.54327	1.47372	0.00000	hypothetical protein	NA
sps_RS01385	3.28115	0.00000	-1.40776	0.07228	1.87339	0.00568	DUF2057 domain-containing protein	Function Unknown
sps_RS01390	1.80823	0.00006	-1.30701	0.00975	0.50122	0.32821	hypothetical protein	NA
sps_RS01395	0.60406	0.42048	-1.96072	0.00074	-1.35666	0.01549	cytochrome C	Energy production and conversion
sps_RS01400	0.06743	0.90787	0.06296	0.90328	0.13040	0.73611	hypothetical protein	Replication and repair
sps_RS01405	-0.03652	0.95031	0.57521	0.11242	0.53869	0.09127	TonB-dependent siderophore receptor	Inorganic ion transport and metabolism
sps_RS01410	0.03869	0.96524	0.39367	0.52799	0.43236	0.39491	siderophore ferric iron reductase	Function Unknown
sps_RS01415	0.61989	0.37277	0.57893	0.38840	1.19882	0.02386	ABC transporter ATP-binding protein	Inorganic ion transport and metabolism
sps_RS01420	0.50148	0.46821	0.64100	0.30065	1.14248	0.02222	iron-siderophore ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS01425	0.37288	0.70185	1.16455	0.11137	1.53743	0.01426	Fe(3+)-hydroxamate ABC transporter permease FhuB	Inorganic ion transport and metabolism
sps_RS01430	0.65815	0.70750	0.86677	0.55716	1.52491	0.19236	hypothetical protein	NA
sps_RS01435	0.62464	0.87299	-0.03336	0.99594	0.59128	0.83681	hypothetical protein	NA
sps_RS01440	-0.44563	0.61625	-0.09525	0.92183	-0.54087	0.41268	DUF1145 domain-containing protein	Function Unknown
sps_RS01445	0.27100	0.77308	0.97419	0.16800	1.24519	0.03848	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	Replication and repair
sps_RS01450	0.70877	0.08065	0.19775	0.70794	0.90652	0.01157	signal recognition particle-docking protein FtsY	Intracellular trafficking and secretion
sps_RS01455	0.01116	0.98407	-0.52027	0.21398	-0.50911	0.16261	cell division ATP-binding protein FtsE	Cell cycle control and mitosis
sps_RS01460	0.56332	0.06474	-0.26085	0.47216	0.30247	0.31390	cell division protein FtsX	Cell cycle control and mitosis
sps_RS01465	-0.07589	0.92760	-0.57335	0.30855	-0.64924	0.17799	RNA polymerase sigma factor RpoH	Transcription
sps_RS01470	-0.01551	0.97796	0.40766	0.28565	0.39215	0.22915	o-succinylbenzoate--CoA ligase	Coenzyme metabolism
sps_RS01475	0.68105	0.16780	0.23386	0.69979	0.91490	0.02944	o-succinylbenzoate synthase	Coenzyme metabolism
sps_RS01480	0.04754	0.95938	0.96003	0.08306	1.00756	0.03531	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	Coenzyme metabolism
sps_RS01485	0.23217	0.75008	0.50695	0.39825	0.73912	0.13541	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	Coenzyme metabolism
sps_RS01490	0.13168	0.86434	-0.06765	0.92754	0.06403	0.90952	Lrp/AsnC family transcriptional regulator	Transcription
sps_RS01495	-0.16093	0.81123	-0.16418	0.79404	-0.32511	0.48227	L-methionine/branched-chain amino acid transporter	Amino Acid metabolis and transport
sps_RS01500	-0.35959	0.51943	1.00746	0.02040	0.64787	0.10399	HDOD domain-containing protein	Signal Transduction
sps_RS01505	-0.55620	0.56998	-0.35980	0.71689	-0.91600	0.20433	TerB family tellurite resistance protein	Function Unknown
sps_RS01510	0.91978	0.21758	0.98423	0.17479	1.90400	0.00136	hypothetical protein	Function Unknown
sps_RS01515	0.88809	0.10216	-0.18991	0.79130	0.69817	0.16867	hypothetical protein	Function Unknown
sps_RS01520	0.29778	0.48153	0.50997	0.15889	0.80774	0.00754	DUF4145 domain-containing protein	Function Unknown
sps_RS01525	-0.65856	0.47855	-0.19071	0.85452	-0.84927	0.24364	hypothetical protein	Function Unknown
sps_RS01530	-0.29907	0.66812	-2.18356	0.00000	-2.48263	0.00000	hypothetical protein	NA
sps_RS01535	0.34475	0.69285	0.63918	0.37710	0.98392	0.09626	LysR family transcriptional regulator	Transcription
sps_RS01540	0.37394	0.70112	1.56814	0.02379	1.94208	0.00137	MFS transporter	Inorganic ion transport and metabolism
sps_RS01545	0.66518	0.37204	0.83484	0.21672	1.50002	0.00673	DTW domain-containing protein	Function Unknown
sps_RS01550	0.77115	0.00131	0.75207	0.00254	1.52322	0.00000	PAS domain S-box protein	Signal Transduction
sps_RS01555	-0.20789	0.84531	-0.57925	0.50957	-0.78714	0.26921	EAL domain-containing protein	Signal Transduction
sps_RS01560	-0.20802	0.83349	1.17574	0.08306	0.96772	0.09764	hypothetical protein	NA
sps_RS01565	-0.72778	0.55645	-0.58915	0.62194	-1.31693	0.14807	hypothetical protein	Function Unknown
sps_RS01570	-0.26442	0.58153	0.54699	0.15877	0.28257	0.43488	insulinase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS01575	-0.21474	0.68162	-0.01445	0.98151	-0.22918	0.56072	insulinase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS01580	0.14196	0.83349	-0.25394	0.66848	-0.11198	0.82307	hypothetical protein	Function Unknown
sps_RS01585	0.25079	0.61539	0.61066	0.11281	0.86146	0.00781	hypothetical protein	NA
sps_RS01590	-0.03034	0.97832	0.16051	0.86403	0.13017	0.86144	tRNA (cytidine(34)-2'-O)-methyltransferase	Translation
sps_RS01595	0.42941	0.67209	1.26183	0.10378	1.69124	0.01082	LysR family transcriptional regulator	Transcription
sps_RS07000	1.30418	0.00003	0.88066	0.00618	2.18484	0.00000	mechanosensitive ion channel protein MscS	Cell wall/membrane/envelop biogenesis
sps_RS01605	-0.17524	0.90127	2.58085	0.00222	2.40561	0.00203	YjjI family glycine radical enzyme	Function Unknown
sps_RS01610	-1.81465	0.01550	-2.48887	0.00085	-4.30351	0.00000	aldehyde dehydrogenase	Energy production and conversion
sps_RS01615	-0.45121	0.40809	0.97087	0.03468	0.51966	0.23755	sigma-54-dependent Fis family transcriptional regulator	Transcription
sps_RS01620	2.18032	0.00000	-0.94358	0.04661	1.23674	0.00284	catalase	Inorganic ion transport and metabolism
sps_RS01625	0.48070	0.43189	-0.14879	0.82998	0.33191	0.51797	phospholipase	Function Unknown
sps_RS01630	0.19011	0.87180	0.63948	0.48979	0.82958	0.27135	hypothetical protein	Function Unknown
sps_RS01635	0.74629	0.42912	1.16698	0.15075	1.91327	0.00499	ankyrin repeat domain-containing protein	Function Unknown
sps_RS01640	-0.49138	0.51097	0.66736	0.31511	0.17597	0.78019	oxidoreductase	Energy production and conversion
sps_RS01645	-0.38597	0.81385	-0.37248	0.80716	-0.75844	0.50066	hypothetical protein	Function Unknown
sps_RS01650	0.24905	0.81932	0.96164	0.23206	1.21069	0.07557	LysR family transcriptional regulator	Transcription
sps_RS01665	0.36385	0.43028	0.75804	0.04898	1.12189	0.00059	HAMP domain-containing protein	Signal Transduction
sps_RS01670	-1.02061	0.00015	-0.38452	0.27547	-1.40513	0.00000	DNA-binding response regulator	Signal Transduction
sps_RS01675	-1.19879	0.19006	0.12879	0.91905	-1.07000	0.18789	spheroplast protein y	Cell motility
sps_RS01680	0.29013	0.63114	-0.08866	0.88971	0.20147	0.67111	divalent metal cation transporter FieF	Inorganic ion transport and metabolism
sps_RS01685	0.76980	0.71204	-0.47809	0.81767	0.29172	0.85967	16S ribosomal RNA	NA
sps_RS01690	1.41652	0.27951	0.26107	0.87148	1.67759	0.13125	23S ribosomal RNA	NA
sps_RS01695	0.45632	0.82446	0.74657	0.67257	1.20289	0.36974	5S ribosomal RNA	NA
sps_RS01700	-1.29744	0.00372	0.83433	0.11004	-0.46311	0.31570	tRNA-Asp	NA
sps_RS01705	-0.04831	0.94902	-0.24202	0.67885	-0.29033	0.52408	UDP-N-acetylmuramate dehydrogenase	Cell wall/membrane/envelop biogenesis
sps_RS01710	-0.44143	0.47666	-0.05935	0.93520	-0.50078	0.30795	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	Coenzyme metabolism
sps_RS01715	-0.51252	0.30141	-0.51916	0.29348	-1.03168	0.00858	type I pantothenate kinase	Coenzyme metabolism
sps_RS01720	-0.27134	0.89034	0.84271	0.59042	0.57137	0.64655	tRNA-Thr	NA
sps_RS01725	-0.47799	0.72689	1.07041	0.33186	0.59242	0.54798	tRNA-Tyr	NA
sps_RS01730	0.40516	0.70238	0.02693	0.98282	0.43209	0.58490	tRNA-Gly	NA
sps_RS01735	0.09758	0.93759	-1.44231	0.06064	-1.34473	0.05109	elongation factor Tu	Translation
sps_RS01740	0.15341	0.78872	0.19580	0.71001	0.34921	0.37431	preprotein translocase subunit SecE	Intracellular trafficking and secretion
sps_RS01745	0.22243	0.81693	-0.40935	0.61812	-0.18692	0.79120	transcription termination/antitermination protein NusG	Transcription
sps_RS01750	0.00697	0.99443	-0.86601	0.17432	-0.85904	0.12960	50S ribosomal protein L11	Translation
sps_RS01755	-0.06677	0.95774	-1.16498	0.12688	-1.23175	0.06754	50S ribosomal protein L1	Translation
sps_RS01760	0.50439	0.50511	-1.06833	0.08700	-0.56394	0.34091	50S ribosomal protein L10	Translation
sps_RS01765	0.17712	0.80864	-0.58503	0.29165	-0.40791	0.40696	50S ribosomal protein L7/L12	Translation
sps_RS01770	-0.25361	0.71434	-0.97153	0.05921	-1.22514	0.00606	DNA-directed RNA polymerase subunit beta	Transcription
sps_RS01775	0.05888	0.94169	-1.16553	0.01423	-1.10666	0.01060	DNA-directed RNA polymerase subunit beta'	Transcription
sps_RS01780	-0.49109	0.45590	-0.41206	0.52041	-0.90315	0.06899	30S ribosomal protein S12	Translation
sps_RS01785	-0.30738	0.73559	-1.15698	0.08632	-1.46436	0.01181	30S ribosomal protein S7	Translation
sps_RS01790	0.52385	0.45408	-0.75382	0.22507	-0.22997	0.70206	elongation factor G	Translation
sps_RS01800	-0.16262	0.87619	0.16119	0.86403	-0.00143	0.99859	30S ribosomal protein S10	Translation
sps_RS01805	-0.90542	0.14711	-0.50558	0.47507	-1.41100	0.00780	50S ribosomal protein L3	Translation
sps_RS01810	-1.04264	0.05026	-0.14054	0.84935	-1.18318	0.01450	50S ribosomal protein L4	Translation
sps_RS01815	-0.88829	0.19986	-0.75250	0.29300	-1.64079	0.00371	50S ribosomal protein L23	Translation
sps_RS01820	-1.07351	0.03735	-0.26638	0.70069	-1.33989	0.00410	50S ribosomal protein L2	Translation
sps_RS01825	-0.78199	0.18700	-1.16154	0.03712	-1.94352	0.00003	30S ribosomal protein S19	Translation
sps_RS01830	-0.78322	0.10300	-0.66926	0.18209	-1.45248	0.00032	50S ribosomal protein L22	Translation
sps_RS01835	-0.77119	0.22770	-0.65967	0.31527	-1.43087	0.00590	30S ribosomal protein S3	Translation
sps_RS01840	-0.70138	0.17950	-0.45541	0.42511	-1.15679	0.00786	50S ribosomal protein L16	Translation
sps_RS01845	-0.79558	0.08506	-0.19349	0.75024	-0.98907	0.01571	50S ribosomal protein L29	Translation
sps_RS01850	-0.44285	0.73456	-1.33945	0.17775	-1.78230	0.03490	30S ribosomal protein S17	Translation
sps_RS01855	-0.93612	0.12016	-0.92737	0.13017	-1.86349	0.00019	50S ribosomal protein L14	Translation
sps_RS01860	-1.03317	0.21542	-1.10035	0.17993	-2.13352	0.00143	50S ribosomal protein L24	Translation
sps_RS01865	-1.09272	0.04597	-0.64535	0.29947	-1.73807	0.00028	50S ribosomal protein L5	Translation
sps_RS01870	-0.82366	0.14242	-0.33887	0.61490	-1.16253	0.01591	30S ribosomal protein S14	Translation
sps_RS01875	-0.61128	0.53817	-0.77780	0.37942	-1.38907	0.05080	30S ribosomal protein S8	Translation
sps_RS01880	-0.89937	0.31472	-0.96517	0.26492	-1.86454	0.00746	50S ribosomal protein L6	Translation
sps_RS01885	-0.73940	0.15624	-0.30561	0.62098	-1.04501	0.01892	50S ribosomal protein L18	Translation
sps_RS01890	-0.64368	0.43572	-0.69885	0.36627	-1.34253	0.02958	30S ribosomal protein S5	Translation
sps_RS01895	-0.92670	0.35497	-1.17811	0.20574	-2.10481	0.00575	50S ribosomal protein L30	Translation
sps_RS01900	-0.32543	0.67163	-1.19767	0.03606	-1.52310	0.00216	50S ribosomal protein L15	Translation
sps_RS01905	-0.12867	0.90008	-1.07156	0.11501	-1.20024	0.04323	preprotein translocase subunit SecY	Intracellular trafficking and secretion
sps_RS01910	-0.51364	0.48045	-1.00459	0.10373	-1.51823	0.00348	50S ribosomal protein L36	Translation
sps_RS01915	-0.45454	0.60034	-0.25278	0.77425	-0.70732	0.26328	30S ribosomal protein S13	Translation
sps_RS01920	-0.51093	0.51438	-0.98955	0.12862	-1.50048	0.00643	30S ribosomal protein S11	Translation
sps_RS01925	-0.42181	0.61327	-1.06057	0.10378	-1.48237	0.00769	30S ribosomal protein S4	Translation
sps_RS01930	-0.33756	0.66929	-0.91689	0.13317	-1.25446	0.01633	DNA-directed RNA polymerase subunit alpha	Transcription
sps_RS01935	-0.36766	0.61746	-0.68085	0.26368	-1.04850	0.03640	50S ribosomal protein L17	Translation
sps_RS01940	-0.23666	0.77308	-0.12989	0.87330	-0.36655	0.53655	hypothetical protein	Function Unknown
sps_RS01945	1.14386	0.01077	-1.35459	0.00369	-0.21072	0.68386	cytochrome c maturation protein CcmE	Post-translational modification, protein turnover, chaperone functions
sps_RS01950	1.00835	0.42443	-1.22170	0.30999	-0.21335	0.85762	heme exporter protein CcmD	Intracellular trafficking and secretion
sps_RS01955	2.13753	0.00003	-0.99306	0.10682	1.14448	0.03337	heme ABC transporter permease	Post-translational modification, protein turnover, chaperone functions
sps_RS01960	1.76652	0.01628	-1.80047	0.01901	-0.03395	0.96786	heme exporter protein CcmB	Post-translational modification, protein turnover, chaperone functions
sps_RS01965	0.73807	0.21879	-1.13487	0.04223	-0.39680	0.47775	cytochrome c biogenesis heme-transporting ATPase CcmA	Post-translational modification, protein turnover, chaperone functions
sps_RS01970	-0.95908	0.00981	0.21261	0.68037	-0.74648	0.03949	cytochrome c5 family protein	Energy production and conversion
